transaction_id,amount,transaction_type,sender_bank,receiver_bank,device_type,hour_of_day,day_of_week,transaction_freq_1hr,location_distance_km,new_device,failed_attempts,account_age_days,pin_changed_recently,is_weekend,timestamp,is_fraud,risk_score,upi_id,source
TXN003677,2.92,Recharge,Axis,ICICI,Android,19,6,6,1799.1,1,4,28,1,1,2024-05-19 19:53:00,1,,,
TXN003678,9798.64,P2M,ICICI,BOI,Web,1,2,5,332.4,1,0,1979,0,0,2024-06-12 01:30:00,0,,,
TXN003679,13394.91,Shopping,HDFC,HDFC,iOS,16,2,4,105.2,0,1,989,0,0,2024-03-06 16:23:00,0,,,
TXN003680,38819.49,Shopping,SBI,HDFC,Android,16,0,4,137.3,0,0,728,0,0,2024-07-29 16:52:00,0,,,
TXN003681,41604.13,P2P,HDFC,SBI,Android,15,5,5,431.0,0,0,2286,0,1,2024-06-22 15:33:00,0,,,
TXN003682,2291.64,Shopping,SBI,HDFC,iOS,9,0,2,316.9,0,1,2116,0,0,2024-07-08 09:15:00,0,,,
TXN003683,26897.16,Recharge,SBI,ICICI,iOS,18,4,2,214.4,0,1,2058,0,0,2024-12-20 18:15:00,0,,,
TXN003684,10000.06,Shopping,Axis,Axis,iOS,14,0,19,1781.5,1,5,3,1,0,2024-05-20 14:55:00,1,,,
TXN003685,44909.02,P2P,SBI,ICICI,Web,17,3,0,324.2,0,1,1972,0,0,2024-06-27 17:05:00,0,,,
TXN003686,4727.33,P2M,SBI,Kotak,iOS,7,5,2,419.3,0,0,3433,0,1,2024-02-10 07:44:00,0,,,
TXN003687,28358.6,P2P,SBI,HDFC,Web,14,0,1,398.2,0,0,1260,0,0,2024-10-28 14:18:00,0,,,
TXN003688,26302.45,P2P,Axis,SBI,Android,17,3,2,179.9,1,0,2563,0,0,2024-04-25 17:15:00,0,,,
TXN003689,166408.72,P2M,SBI,Canara,Android,11,5,17,1890.9,1,5,10,0,1,2024-02-24 11:24:00,1,,,
TXN003690,38420.98,Bill Payment,Kotak,SBI,iOS,20,1,0,267.3,0,0,957,0,0,2024-02-06 20:32:00,0,,,
TXN003691,7117.8,Recharge,ICICI,SBI,Web,20,3,3,85.6,0,1,3525,0,0,2024-09-12 20:48:00,0,,,
TXN003692,3728.29,P2M,Axis,HDFC,Web,0,2,4,338.5,0,0,1984,0,0,2024-12-04 00:17:00,0,,,
TXN003693,9999.78,P2M,PNB,Kotak,Web,22,5,19,835.4,1,4,26,1,1,2024-05-04 22:52:00,1,,,
TXN003694,37536.8,P2M,BOI,PNB,iOS,5,2,0,389.5,0,1,391,0,0,2024-06-05 05:30:00,0,,,
TXN003695,19211.09,Recharge,HDFC,HDFC,Android,20,2,5,214.2,0,1,1904,0,0,2024-05-22 20:06:00,0,,,
TXN003696,10000.04,P2M,BOI,ICICI,iOS,0,4,11,2413.0,1,5,21,1,0,2024-06-21 00:40:00,1,,,
TXN003697,16960.25,Shopping,Kotak,SBI,Web,11,5,2,14.1,0,0,798,0,1,2024-08-03 11:05:00,0,,,
TXN003698,25203.99,Bill Payment,ICICI,ICICI,Web,16,6,5,258.3,0,0,3385,0,1,2024-12-08 16:44:00,0,,,
TXN003699,33275.4,P2M,Axis,SBI,Web,13,2,1,413.1,0,0,294,0,0,2024-07-10 13:13:00,0,,,
TXN003700,3.23,P2P,ICICI,PNB,iOS,10,4,5,765.1,1,4,14,1,0,2024-06-07 10:53:00,1,,,
TXN003701,1873.42,P2P,Kotak,BOI,Android,17,5,4,162.5,1,1,3042,0,1,2024-11-02 17:02:00,0,,,
TXN003702,42938.57,Shopping,Axis,BOI,Android,17,0,0,258.2,0,1,3638,0,0,2024-10-21 17:58:00,0,,,
TXN003703,45470.3,Recharge,PNB,ICICI,Web,12,1,1,194.4,0,1,302,0,0,2024-07-30 12:44:00,0,,,
TXN003704,46147.63,Shopping,Canara,HDFC,Web,14,6,5,394.3,0,0,1494,0,1,2024-06-02 14:59:00,0,,,
TXN003705,4823.5,Shopping,Canara,PNB,iOS,8,6,1,397.5,0,1,175,0,1,2024-06-16 08:53:00,0,,,
TXN003706,10000.69,Shopping,HDFC,Axis,Web,1,1,17,1604.8,0,2,4,1,0,2024-10-01 01:34:00,1,,,
TXN003707,21917.51,P2M,HDFC,Kotak,Android,10,6,1,11.0,0,1,897,0,1,2024-02-11 10:19:00,0,,,
TXN003708,8853.17,Recharge,ICICI,Canara,Android,13,6,5,98.0,0,1,3112,0,1,2024-08-11 13:43:00,0,,,
TXN003709,25082.52,P2M,HDFC,SBI,Web,14,4,2,388.3,0,1,3321,0,0,2024-05-03 14:19:00,0,,,
TXN003710,47916.12,Recharge,SBI,HDFC,Web,12,4,3,230.2,0,0,264,0,0,2024-08-02 12:06:00,0,,,
TXN003711,28561.05,P2P,Canara,SBI,Web,15,2,4,422.6,0,1,1655,0,0,2024-11-20 15:41:00,0,,,
TXN003712,5913.93,P2M,HDFC,SBI,Web,17,5,2,202.0,0,1,2006,0,1,2024-04-20 17:45:00,0,,,
TXN003713,1693.19,Bill Payment,Kotak,Kotak,Android,14,2,4,487.0,0,0,128,0,0,2024-06-26 14:29:00,0,,,
TXN003714,42573.8,Recharge,ICICI,ICICI,Android,18,6,1,20.6,0,1,670,0,1,2024-07-14 18:43:00,0,,,
TXN003715,22555.57,P2P,Axis,Canara,Web,14,0,4,106.1,0,1,824,0,0,2024-04-01 14:52:00,0,,,
TXN003716,37049.79,Shopping,Axis,ICICI,Android,21,4,1,2.4,0,0,3027,0,0,2024-12-06 21:29:00,0,,,
TXN003717,44559.47,Bill Payment,Axis,ICICI,iOS,13,5,3,237.9,0,1,1619,0,1,2024-07-06 13:26:00,0,,,
TXN003718,9999.31,Bill Payment,PNB,Canara,Web,23,1,6,2718.8,1,5,28,0,0,2024-11-05 23:32:00,1,,,
TXN003719,41081.01,P2M,PNB,HDFC,iOS,11,6,1,138.5,0,0,1116,0,1,2024-12-22 11:37:00,0,,,
TXN003720,9187.65,P2P,Kotak,Kotak,Web,14,1,0,43.2,0,1,1015,0,0,2024-04-16 14:20:00,0,,,
TXN003721,33260.27,Shopping,Canara,ICICI,iOS,12,3,1,292.1,0,0,104,0,0,2024-08-15 12:26:00,0,,,
TXN003722,28430.52,Bill Payment,ICICI,SBI,iOS,12,0,3,333.7,0,1,1824,0,0,2024-01-29 12:55:00,0,,,
TXN003723,1530.22,P2M,Kotak,BOI,iOS,18,5,4,484.0,0,0,3400,0,1,2024-06-15 18:30:00,0,,,
TXN003724,8.72,Shopping,Canara,SBI,Web,6,4,14,2730.4,1,3,23,1,0,2024-03-08 06:04:00,1,,,
TXN003725,36596.88,P2P,Canara,SBI,Web,16,1,0,460.4,0,1,3338,0,0,2024-08-06 16:20:00,0,,,
TXN003726,11854.0,P2P,ICICI,Kotak,iOS,12,4,5,167.4,0,0,783,0,0,2024-01-19 12:06:00,0,,,
TXN003727,18709.12,P2M,PNB,HDFC,iOS,8,0,5,300.5,0,1,3281,0,0,2024-12-02 08:59:00,0,,,
TXN003728,6987.29,P2M,HDFC,Kotak,Web,20,1,3,358.3,1,0,2079,0,0,2024-04-02 20:10:00,0,,,
TXN003729,1603.42,Recharge,Axis,Kotak,Web,17,0,3,486.9,0,1,1504,0,0,2024-09-30 17:16:00,0,,,
TXN003730,7492.46,P2M,BOI,BOI,Web,9,2,1,63.7,0,0,2281,0,0,2024-11-06 09:04:00,0,,,
TXN003731,49621.52,Recharge,Axis,ICICI,Web,15,1,4,256.5,1,1,1627,0,0,2024-05-07 15:22:00,0,,,
TXN003732,22663.25,P2M,Kotak,Kotak,iOS,11,6,2,213.5,0,0,1939,0,1,2024-05-19 11:48:00,0,,,
TXN003733,26265.8,Bill Payment,Canara,Axis,Android,11,4,5,14.6,1,1,3361,1,0,2024-10-04 11:39:00,0,,,
TXN003734,7360.75,Bill Payment,Kotak,BOI,Android,18,1,5,492.4,0,1,756,0,0,2024-05-28 18:25:00,0,,,
TXN003735,10000.59,P2P,ICICI,ICICI,Android,22,2,19,1264.3,1,2,19,1,0,2024-10-23 22:11:00,1,,,
TXN003736,37597.16,P2P,PNB,Kotak,Android,11,0,5,342.4,0,0,1599,0,0,2024-02-19 11:08:00,0,,,
TXN003737,33464.07,P2P,SBI,SBI,Android,8,5,0,0.6,0,1,2070,0,1,2024-04-27 08:31:00,0,,,
TXN003738,48199.46,Recharge,Kotak,Kotak,iOS,12,5,2,380.1,0,1,1012,0,1,2024-08-31 12:15:00,0,,,
TXN003739,31794.79,Recharge,BOI,Canara,Android,6,3,1,70.2,0,1,3351,0,0,2024-02-01 06:52:00,0,,,
TXN003740,9999.35,P2P,ICICI,HDFC,Android,11,2,15,2006.3,1,3,5,1,0,2024-05-22 11:48:00,1,,,
TXN003741,49022.36,P2P,Kotak,HDFC,Android,21,4,4,97.7,0,0,115,0,0,2024-09-13 21:39:00,0,,,
TXN003742,38420.35,Bill Payment,PNB,Kotak,Web,13,3,3,451.5,0,0,3477,0,0,2024-12-05 13:26:00,0,,,
TXN003743,23450.13,Recharge,Axis,HDFC,Web,15,0,0,115.3,0,1,3308,0,0,2024-08-12 15:04:00,0,,,
TXN003744,9999.59,Shopping,Axis,HDFC,Android,17,2,12,1929.7,1,5,17,1,0,2024-08-07 17:56:00,1,,,
TXN003745,738.0,Recharge,PNB,SBI,Android,19,4,2,251.7,0,1,809,0,0,2024-10-11 19:43:00,0,,,
TXN003746,3556.55,Shopping,SBI,Canara,Android,8,2,0,373.0,0,1,3364,0,0,2024-06-05 08:11:00,0,,,
TXN003747,20714.97,Bill Payment,SBI,HDFC,Web,17,1,2,284.6,0,1,2686,0,0,2024-12-31 17:40:00,0,,,
TXN003748,33154.84,Bill Payment,SBI,ICICI,Android,18,0,5,497.5,0,1,617,0,0,2024-04-22 18:47:00,0,,,
TXN003749,43103.51,P2M,ICICI,SBI,iOS,19,1,0,343.2,0,0,2231,0,0,2024-09-17 19:30:00,0,,,
TXN003750,37492.5,P2P,Kotak,BOI,iOS,4,6,4,359.3,0,0,2197,0,1,2024-10-27 04:15:00,0,,,
TXN003751,117047.69,Recharge,Axis,SBI,iOS,9,1,13,2522.1,0,2,25,1,0,2024-10-01 09:11:00,1,,,
TXN003752,2923.83,Recharge,Axis,HDFC,iOS,12,5,5,251.3,0,1,3220,1,1,2024-09-28 12:40:00,0,,,
TXN003753,4.14,Bill Payment,ICICI,Kotak,Android,21,6,17,2555.8,0,5,26,0,1,2024-06-23 21:00:00,1,,,
TXN003754,47187.02,Recharge,Canara,BOI,Web,15,5,5,371.6,0,1,1592,0,1,2024-05-11 15:49:00,0,,,
TXN003755,36604.42,P2P,HDFC,Axis,iOS,10,6,0,139.0,0,1,64,1,1,2024-11-10 10:54:00,0,,,
TXN003756,22372.85,Shopping,Axis,Axis,iOS,10,0,3,120.1,0,0,769,0,0,2024-02-19 10:01:00,0,,,
TXN003757,38532.61,P2P,Canara,Canara,iOS,8,2,1,360.3,0,0,503,0,0,2024-03-13 08:55:00,0,,,
TXN003758,26954.69,P2P,BOI,ICICI,Web,12,6,0,349.2,1,0,1469,0,1,2024-08-11 12:05:00,0,,,
TXN003759,24983.89,Recharge,BOI,Axis,Android,17,4,5,477.3,0,0,1198,0,0,2024-11-15 17:13:00,0,,,
TXN003760,48507.41,Bill Payment,Canara,PNB,Android,11,4,4,23.9,1,1,1547,0,0,2024-06-28 11:43:00,0,,,
TXN003761,10607.38,Shopping,Kotak,Kotak,iOS,13,2,5,275.8,0,1,252,0,0,2024-04-24 13:47:00,0,,,
TXN003762,46641.9,Bill Payment,HDFC,Kotak,Android,11,4,1,315.5,1,1,2958,0,0,2024-02-23 11:42:00,0,,,
TXN003763,8050.37,Recharge,SBI,HDFC,Android,12,3,3,23.0,0,1,1052,0,0,2024-05-23 12:20:00,0,,,
TXN003764,9637.69,P2P,SBI,ICICI,iOS,4,3,5,413.1,0,0,1967,0,0,2024-05-30 04:50:00,0,,,
TXN003765,32404.7,Bill Payment,HDFC,BOI,Web,13,4,5,298.9,0,0,1808,0,0,2024-08-02 13:54:00,0,,,
TXN003766,544.16,P2P,SBI,Canara,iOS,21,0,0,42.5,0,0,2285,0,0,2024-07-15 21:25:00,0,,,
TXN003767,15218.01,P2P,Kotak,ICICI,Web,11,2,4,246.5,0,0,2860,0,0,2024-05-01 11:01:00,0,,,
TXN003768,20409.05,Bill Payment,PNB,Kotak,Web,14,5,3,60.0,0,1,2264,0,1,2024-09-21 14:43:00,0,,,
TXN003769,46815.19,Shopping,Axis,SBI,Android,16,2,0,208.0,0,0,1415,0,0,2024-03-27 16:11:00,0,,,
TXN003770,41656.47,P2M,Kotak,Kotak,Web,14,3,5,275.9,0,1,2595,0,0,2024-12-05 14:44:00,0,,,
TXN003771,178511.59,Recharge,Canara,Axis,iOS,9,5,12,2803.3,0,3,15,0,1,2024-10-12 09:58:00,1,,,
TXN003772,137441.84,P2M,Kotak,SBI,Android,22,4,7,1465.3,1,5,15,0,0,2024-09-13 22:05:00,1,,,
TXN003773,8.85,Shopping,SBI,SBI,Android,9,1,13,763.7,1,2,17,1,0,2024-08-20 09:48:00,1,,,
TXN003774,52304.27,P2M,ICICI,HDFC,iOS,20,1,10,2303.6,1,2,9,0,0,2024-12-17 20:40:00,1,,,
TXN003775,27933.05,Recharge,BOI,Kotak,iOS,17,4,1,233.0,0,0,1121,0,0,2024-02-09 17:37:00,0,,,
TXN003776,25890.23,Bill Payment,Canara,Kotak,iOS,20,4,4,286.7,1,0,875,0,0,2024-06-07 20:27:00,0,,,
TXN003777,46524.4,Shopping,SBI,Axis,Android,15,1,2,257.7,0,0,2500,0,0,2024-10-29 15:06:00,0,,,
TXN003778,44401.24,P2M,BOI,BOI,iOS,18,3,3,60.6,0,1,2255,0,0,2024-07-11 18:22:00,0,,,
TXN003779,29017.75,P2P,BOI,BOI,iOS,12,6,4,436.2,0,1,3590,0,1,2024-10-20 12:54:00,0,,,
TXN003780,45256.9,Shopping,Canara,Canara,iOS,10,2,3,185.6,0,1,2748,0,0,2024-10-02 10:46:00,0,,,
TXN003781,34596.38,Shopping,ICICI,Axis,Web,17,5,0,19.6,0,0,3029,0,1,2024-11-16 17:32:00,0,,,
TXN003782,39019.3,Recharge,Canara,BOI,iOS,9,2,1,139.5,0,0,2750,0,0,2024-04-24 09:36:00,0,,,
TXN003783,22343.37,Recharge,Axis,ICICI,Android,15,5,2,130.8,0,1,666,0,1,2024-10-05 15:57:00,0,,,
TXN003784,161.55,P2M,PNB,PNB,iOS,11,0,4,291.9,0,0,703,0,0,2024-08-12 11:43:00,0,,,
TXN003785,37832.36,P2P,SBI,BOI,Android,5,1,1,249.1,0,1,2481,0,0,2024-09-24 05:34:00,0,,,
TXN003786,33115.14,Recharge,SBI,Kotak,Web,7,4,2,146.8,1,1,1300,0,0,2024-05-24 07:14:00,0,,,
TXN003787,24404.64,P2M,Kotak,Axis,iOS,7,1,1,146.6,0,1,3424,0,0,2024-08-13 07:48:00,0,,,
TXN003788,39380.04,P2P,BOI,ICICI,Web,16,3,2,52.2,0,1,1894,0,0,2024-01-25 16:39:00,0,,,
TXN003789,2849.75,Shopping,HDFC,Canara,Android,19,0,0,186.1,0,1,1868,0,0,2024-05-06 19:09:00,0,,,
TXN003790,372.81,Shopping,SBI,ICICI,Android,17,4,4,79.3,0,1,3347,0,0,2024-11-08 17:36:00,0,,,
TXN003791,65695.21,Recharge,Kotak,HDFC,iOS,9,6,14,1462.0,0,5,8,1,1,2024-04-07 09:58:00,1,,,
TXN003792,47196.94,Recharge,Kotak,HDFC,iOS,11,6,1,479.2,0,1,1521,0,1,2024-06-16 11:05:00,0,,,
TXN003793,20314.61,P2P,SBI,Canara,iOS,2,2,1,116.3,0,1,2114,0,0,2024-04-10 02:24:00,0,,,
TXN003794,16285.53,Recharge,Kotak,Canara,Android,19,1,5,0.7,0,0,1722,0,0,2024-06-11 19:54:00,0,,,
TXN003795,32567.69,Bill Payment,HDFC,Kotak,iOS,15,5,5,239.9,0,0,3397,0,1,2024-11-16 15:49:00,0,,,
TXN003796,3.48,P2P,Kotak,SBI,iOS,18,5,15,1040.2,0,4,7,0,1,2024-02-03 18:43:00,1,,,
TXN003797,29932.69,P2P,SBI,SBI,iOS,15,5,5,202.0,1,0,623,0,1,2024-05-11 15:40:00,0,,,
TXN003798,29146.6,P2P,HDFC,ICICI,Web,19,2,2,489.6,0,1,3127,0,0,2024-08-07 19:49:00,0,,,
TXN003799,57304.92,P2M,ICICI,BOI,iOS,7,3,9,2147.0,0,3,11,1,0,2024-12-12 07:47:00,1,,,
TXN003800,39269.84,P2M,SBI,SBI,iOS,7,5,4,84.4,0,0,603,0,1,2024-12-21 07:55:00,0,,,
TXN003801,11957.0,P2P,Canara,Canara,iOS,14,3,5,311.3,0,0,1727,0,0,2024-09-19 14:13:00,0,,,
TXN003802,157294.94,P2P,PNB,Axis,iOS,2,2,9,1092.9,0,2,8,0,0,2024-03-13 02:39:00,1,,,
TXN003803,35595.31,P2P,Kotak,HDFC,iOS,14,4,1,359.2,0,0,3189,0,0,2024-08-23 14:46:00,0,,,
TXN003804,33259.72,P2M,Kotak,Kotak,iOS,7,2,1,265.9,0,0,347,0,0,2024-08-07 07:35:00,0,,,
TXN003805,40640.02,Recharge,Axis,ICICI,Web,7,1,1,298.9,1,1,3525,0,0,2024-04-09 07:24:00,0,,,
TXN003806,45311.64,P2P,ICICI,PNB,iOS,21,3,3,100.0,0,0,1638,0,0,2024-05-09 21:10:00,0,,,
TXN003807,2.23,P2P,Canara,BOI,iOS,22,4,20,1367.9,1,4,15,1,0,2024-10-04 22:17:00,1,,,
TXN003808,13449.96,P2M,ICICI,Axis,Web,0,3,2,333.9,1,1,777,0,0,2024-08-22 00:37:00,0,,,
TXN003809,94835.94,Bill Payment,Canara,ICICI,Web,8,2,16,1298.1,1,5,16,1,0,2024-07-10 08:07:00,1,,,
TXN003810,6053.13,P2M,ICICI,SBI,iOS,11,6,3,211.8,0,0,454,0,1,2024-08-18 11:01:00,0,,,
TXN003811,41638.89,Bill Payment,ICICI,BOI,Android,12,0,4,432.9,0,1,705,0,0,2024-03-04 12:16:00,0,,,
TXN003812,46283.17,Shopping,SBI,ICICI,Android,19,0,1,2.9,0,0,3012,0,0,2024-12-16 19:43:00,0,,,
TXN003813,32071.99,Bill Payment,ICICI,HDFC,Android,19,3,4,448.8,0,0,2406,0,0,2024-10-31 19:32:00,0,,,
TXN003814,40078.66,P2M,Canara,ICICI,Web,10,3,5,172.8,0,0,896,1,0,2024-03-14 10:12:00,0,,,
TXN003815,29014.38,P2M,PNB,Canara,Web,8,2,0,397.6,0,0,1992,0,0,2024-02-14 08:01:00,0,,,
TXN003816,28535.66,P2P,Axis,ICICI,Android,13,3,2,394.4,0,1,897,0,0,2024-09-26 13:15:00,0,,,
TXN003817,27551.98,Bill Payment,SBI,BOI,Web,19,1,5,16.1,0,0,2039,0,0,2024-08-27 19:30:00,0,,,
TXN003818,14691.38,Bill Payment,HDFC,PNB,Android,1,2,4,398.1,0,0,2793,1,0,2024-09-18 01:57:00,0,,,
TXN003819,7023.09,Bill Payment,HDFC,HDFC,iOS,19,3,3,481.2,1,1,2854,0,0,2024-08-01 19:58:00,0,,,
TXN003820,9.08,P2P,HDFC,ICICI,iOS,19,4,20,1120.3,1,4,20,0,0,2024-09-13 19:46:00,1,,,
TXN003821,21309.4,Recharge,Canara,HDFC,iOS,10,3,2,380.0,0,1,2245,0,0,2024-12-19 10:13:00,0,,,
TXN003822,46977.93,Shopping,PNB,Canara,Android,16,3,5,410.9,0,1,2787,0,0,2024-04-04 16:51:00,0,,,
TXN003823,15107.97,P2P,Axis,PNB,Android,16,6,0,22.2,0,0,3068,0,1,2024-12-01 16:31:00,0,,,
TXN003824,40740.22,Bill Payment,HDFC,PNB,iOS,20,4,0,312.8,0,0,1118,1,0,2024-11-15 20:09:00,0,,,
TXN003825,36083.11,Recharge,SBI,BOI,Android,14,5,1,409.0,0,1,2760,0,1,2024-08-10 14:26:00,0,,,
TXN003826,95584.93,Recharge,PNB,PNB,Android,20,6,15,2029.5,1,2,20,1,1,2024-12-22 20:33:00,1,,,
TXN003827,11646.49,Bill Payment,SBI,SBI,Web,15,6,4,60.0,0,0,3261,0,1,2024-08-04 15:19:00,0,,,
TXN003828,132022.64,Shopping,PNB,HDFC,Web,21,0,10,952.9,0,5,12,0,0,2024-05-06 21:35:00,1,,,
TXN003829,31272.52,Shopping,HDFC,PNB,iOS,13,6,3,250.3,0,1,296,0,1,2024-11-24 13:37:00,0,,,
TXN003830,20041.28,P2M,SBI,Kotak,Web,14,6,5,449.1,0,1,2216,0,1,2024-01-21 14:57:00,0,,,
TXN003831,26230.37,P2M,Axis,Axis,Android,15,0,0,208.2,0,0,2499,0,0,2024-02-05 15:02:00,0,,,
TXN003832,29459.28,Bill Payment,SBI,PNB,Web,17,3,3,144.0,0,0,2928,1,0,2024-07-18 17:51:00,0,,,
TXN003833,28348.45,P2P,Canara,BOI,iOS,15,3,0,257.9,1,1,481,0,0,2024-08-08 15:17:00,0,,,
TXN003834,170675.64,Shopping,Axis,HDFC,Web,14,0,20,1223.3,1,4,23,1,0,2024-06-17 14:13:00,1,,,
TXN003835,42113.42,P2M,BOI,HDFC,Android,12,2,4,482.3,0,1,2119,0,0,2024-06-19 12:16:00,0,,,
TXN003836,46125.3,Shopping,Canara,SBI,Web,15,5,3,496.6,0,0,750,0,1,2024-10-12 15:55:00,0,,,
TXN003837,1153.69,Shopping,HDFC,HDFC,Web,15,2,3,369.3,0,0,1369,0,0,2024-09-25 15:07:00,0,,,
TXN003838,41737.92,P2P,Canara,Kotak,iOS,15,0,3,231.7,1,1,3516,0,0,2024-03-25 15:47:00,0,,,
TXN003839,108354.88,Bill Payment,PNB,Kotak,iOS,1,1,16,2020.7,0,2,6,1,0,2024-12-03 01:08:00,1,,,
TXN003840,48911.23,Bill Payment,SBI,SBI,iOS,11,3,0,127.1,0,0,3491,0,0,2024-10-31 11:25:00,0,,,
TXN003841,32247.25,Bill Payment,Axis,Canara,Web,10,5,1,324.6,0,0,3422,0,1,2024-10-19 10:27:00,0,,,
TXN003842,29107.51,P2M,Kotak,Kotak,Android,19,1,3,450.3,0,1,2020,0,0,2024-12-10 19:03:00,0,,,
TXN003843,1.93,P2P,Canara,Canara,Web,12,2,5,1511.0,0,2,4,0,0,2024-10-30 12:31:00,1,,,
TXN003844,11194.68,Recharge,BOI,ICICI,Android,4,4,5,255.8,0,0,629,0,0,2024-11-15 04:26:00,0,,,
TXN003845,30366.37,Bill Payment,PNB,HDFC,Android,9,1,3,0.6,0,1,740,0,0,2024-04-02 09:57:00,0,,,
TXN003846,1.89,P2M,SBI,SBI,Android,22,0,5,705.6,0,3,7,1,0,2024-08-19 22:58:00,1,,,
TXN003847,45877.39,Shopping,PNB,Axis,Android,9,1,5,199.5,0,0,3228,0,0,2024-05-21 09:53:00,0,,,
TXN003848,61627.7,P2M,BOI,Kotak,Web,9,2,19,1348.7,1,4,18,0,0,2024-07-31 09:11:00,1,,,
TXN003849,17237.66,Shopping,Axis,SBI,Android,18,6,2,181.9,0,0,1579,0,1,2024-10-27 18:26:00,0,,,
TXN003850,8057.53,Bill Payment,PNB,Canara,iOS,12,2,4,23.2,1,0,3590,0,0,2024-10-09 12:45:00,0,,,
TXN003851,41170.33,P2P,HDFC,Canara,Web,7,5,2,50.2,0,0,2866,0,1,2024-03-09 07:51:00,0,,,
TXN003852,29648.59,Shopping,BOI,ICICI,iOS,10,0,2,314.7,0,1,3048,0,0,2024-12-23 10:45:00,0,,,
TXN003853,22571.23,Bill Payment,HDFC,Canara,iOS,7,3,5,68.2,0,1,2856,0,0,2024-09-05 07:07:00,0,,,
TXN003854,48974.73,Recharge,HDFC,BOI,iOS,18,4,0,23.7,0,1,760,0,0,2024-03-29 18:13:00,0,,,
TXN003855,49402.48,P2P,HDFC,HDFC,iOS,16,0,5,177.8,1,1,2597,0,0,2024-04-08 16:47:00,0,,,
TXN003856,198298.2,P2P,HDFC,Canara,Web,20,0,11,2313.6,1,5,14,0,0,2024-11-11 20:59:00,1,,,
TXN003857,12286.9,Bill Payment,ICICI,SBI,iOS,4,6,0,15.4,0,1,1637,1,1,2024-01-21 04:39:00,0,,,
TXN003858,41404.31,Bill Payment,Axis,Canara,Web,19,0,3,355.0,1,0,2275,0,0,2024-09-30 19:51:00,0,,,
TXN003859,6781.47,P2M,ICICI,Kotak,iOS,17,5,4,452.9,0,0,712,0,1,2024-09-28 17:14:00,0,,,
TXN003860,27224.22,Recharge,PNB,Kotak,Android,20,6,3,299.3,0,1,1491,0,1,2024-09-08 20:49:00,0,,,
TXN003861,48130.3,Bill Payment,PNB,Axis,iOS,21,3,0,128.2,0,0,710,0,0,2024-10-10 21:36:00,0,,,
TXN003862,29102.47,P2P,ICICI,ICICI,Android,16,5,3,17.0,0,1,2258,0,1,2024-02-03 16:04:00,0,,,
TXN003863,35686.33,Bill Payment,BOI,Kotak,iOS,16,2,2,139.2,0,1,2224,0,0,2024-11-20 16:36:00,0,,,
TXN003864,4027.99,P2P,Canara,HDFC,Android,10,4,2,231.7,0,0,1081,0,0,2024-03-01 10:40:00,0,,,
TXN003865,28971.08,P2M,Axis,PNB,iOS,10,0,3,201.6,0,1,502,0,0,2024-09-30 10:08:00,0,,,
TXN003866,36992.03,P2P,BOI,Canara,iOS,21,5,2,362.2,0,0,1838,0,1,2024-03-16 21:57:00,0,,,
TXN003867,33363.66,Recharge,ICICI,SBI,Web,6,2,3,280.8,0,0,1075,0,0,2024-11-13 06:43:00,0,,,
TXN003868,48428.02,Shopping,HDFC,Axis,Web,21,1,4,43.6,0,0,2278,0,0,2024-10-15 21:07:00,0,,,
TXN003869,22126.18,P2P,PNB,HDFC,Web,15,1,5,469.7,0,1,180,0,0,2024-06-04 15:34:00,0,,,
TXN003870,5.15,Recharge,ICICI,Kotak,Android,18,2,10,678.5,0,5,30,1,0,2024-11-20 18:26:00,1,,,
TXN003871,41411.8,Bill Payment,Canara,PNB,Android,21,2,2,204.8,0,1,371,0,0,2024-06-05 21:17:00,0,,,
TXN003872,3493.78,P2M,ICICI,ICICI,Android,10,3,4,130.8,0,1,3305,1,0,2024-04-18 10:15:00,0,,,
TXN003873,48705.86,Shopping,Axis,SBI,Web,18,2,2,279.9,0,0,249,0,0,2024-11-27 18:32:00,0,,,
TXN003874,30885.56,Bill Payment,HDFC,Canara,iOS,9,2,1,326.9,0,0,705,0,0,2024-10-16 09:44:00,0,,,
TXN003875,39130.83,Recharge,Kotak,SBI,Web,12,5,4,100.7,0,0,1578,0,1,2024-12-14 12:25:00,0,,,
TXN003876,33314.99,P2M,PNB,PNB,Web,15,3,3,110.7,0,1,2407,0,0,2024-12-05 15:30:00,0,,,
TXN003877,67288.37,P2M,Canara,SBI,iOS,1,5,12,1131.2,0,4,13,1,1,2024-03-23 01:21:00,1,,,
TXN003878,16419.73,Shopping,Kotak,PNB,Web,12,1,1,314.9,0,0,781,0,0,2024-05-28 12:01:00,0,,,
TXN003879,950.3,Bill Payment,SBI,ICICI,iOS,19,2,1,81.4,0,1,3631,0,0,2024-07-10 19:20:00,0,,,
TXN003880,29793.69,Shopping,Kotak,Axis,Web,18,0,4,408.2,0,0,1924,0,0,2024-01-08 18:22:00,0,,,
TXN003881,10000.94,Bill Payment,ICICI,PNB,iOS,17,5,17,1763.6,1,2,1,1,1,2024-07-27 17:56:00,1,,,
TXN003882,36715.65,P2P,BOI,Axis,Web,3,5,1,373.4,0,1,3585,0,1,2024-03-30 03:42:00,0,,,
TXN003883,23030.54,Shopping,Kotak,SBI,iOS,8,0,1,448.0,1,1,246,0,0,2024-05-13 08:45:00,0,,,
